start_ip,end_ip,join_key,asn,domain,name,type,country
203.250.96.0,203.250.103.255,203.250.0.0,AS1237,kreonet.net,KISTI,education,KR
2001:559:34b::,2001:559:34b:ffff:ffff:ffff:ffff:ffff,2001:559::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2001:5262:4000::,2001:5262:7fff:ffff:ffff:ffff:ffff:ffff,2001:5262:4000::,AS1273,vodafone.com,Vodafone Group PLC,isp,EU
2a02:88bf:8000::,2a02:88bf:bfff:ffff:ffff:ffff:ffff:ffff,2a02:88bf:8000::,AS5089,virginmedia.com,Virgin Media Limited,isp,GB
2806:3cf:c000::,2806:3cf:ffff:ffff:ffff:ffff:ffff:ffff,2806:3cf:c000::,AS270126,neutralnetworks.mx,"NEUTRAL NETWORKS, S de RL de CV",business,MX
2c0e:d2c:c000::,2c0e:d2c:ffff:ffff:ffff:ffff:ffff:ffff,2c0e:d2c:c000::,AS24863,orange.com,Link Egypt (Link.NET),isp,EG
2a01:26e4::,2a01:26e4:3fff:ffff:ffff:ffff:ffff:ffff,2a01:26e4::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
106.119.184.0,106.119.255.255,106.119.0.0,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
240a:eefc:4000::,240a:eefc:7fff:ffff:ffff:ffff:ffff:ffff,240a:eefc:4000::,AS148000,dns.nic.in,1.10.10.10 - Indian Public DNS,business,IN
2a02:821f:c000::,2a02:821f:ffff:ffff:ffff:ffff:ffff:ffff,2a02:821f:c000::,AS9145,ewe.com,EWE TEL GmbH,isp,DE
2001:41d8:4000::,2001:41d8:7fff:ffff:ffff:ffff:ffff:ffff,2001:41d8:4000::,AS5610,o2.cz,"O2 Czech Republic, a.s.",isp,CZ
141.50.0.0,141.50.255.255,141.50.0.0,AS680,dfn.de,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,education,DE
203.77.80.0,203.77.127.255,203.77.0.0,AS4662,gcn.net.tw,GCNet (Reach & Range Inc.),isp,TW
2a03:f305:8000::,2a03:f305:bfff:ffff:ffff:ffff:ffff:ffff,2a03:f305:8000::,AS47834,softex.cz,"SOFTEX NCP, s.r.o.",isp,CZ
2a00:7b02::,2a00:7b02:3fff:ffff:ffff:ffff:ffff:ffff,2a00:7b02::,AS12338,euskaltel.es,Euskaltel S.A.,isp,ES
2603:2c0c::,2603:2c0c:3fff:ffff:ffff:ffff:ffff:ffff,2603:2c0c::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a0a:2104:8000::,2a0a:2104:bfff:ffff:ffff:ffff:ffff:ffff,2a0a:2104:8000::,AS199624,sparktell.net,DK Svyaz OOO,business,RU
2a13:2903:4000::,2a13:2903:7fff:ffff:ffff:ffff:ffff:ffff,2a13:2903:4000::,AS56648,faciliteam.fr,Faciliteam SARL,business,FR
2409:4051:4000::,2409:4051:7fff:ffff:ffff:ffff:ffff:ffff,2409:4051:4000::,AS55836,jio.com,Reliance Jio Infocomm Limited,isp,IN
2a13:106::,2a13:106:3fff:ffff:ffff:ffff:ffff:ffff,2a13:106::,AS215510,ufdroht.net,ufdroht.net - Internet Service GmbH,business,AT
2001:8eb2:4000::,2001:8eb2:7fff:ffff:ffff:ffff:ffff:ffff,2001:8eb2:4000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2a07:1803::,2a07:1803:3fff:ffff:ffff:ffff:ffff:ffff,2a07:1803::,AS51560,greschitz.net,Greschitz Management GmbH,business,AT
222.221.96.0,222.221.111.255,222.221.0.0,AS134766,chinatelecom.cn,CHINANET Yunnan province IDC2 network,isp,CN
2a0f:b486:4000::,2a0f:b486:7fff:ffff:ffff:ffff:ffff:ffff,2a0f:b486:4000::,AS213152,nbu.cz,Narodni bezpecnostni urad Czech Republic,business,CZ
2a06:9781::,2a06:9781:3fff:ffff:ffff:ffff:ffff:ffff,2a06:9781::,AS13199,doubrava.net,Jaroslav Doubrava,isp,CZ
198.46.101.0,198.46.101.255,198.46.0.0,AS6128,cablevision.com,Cablevision Systems Corp.,isp,US
2a0e:3501:8000::,2a0e:3501:bfff:ffff:ffff:ffff:ffff:ffff,2a0e:3501:8000::,AS56456,c2net.cz,C2NET s.r.o.,hosting,CZ
2003:139c::,2003:139c:3fff:ffff:ffff:ffff:ffff:ffff,2003:139c::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
38.7.152.0,38.7.155.255,38.7.0.0,AS174,cogentcomm.biz,Cogent Communications,isp,US
2a11:3d03:8000::,2a11:3d03:bfff:ffff:ffff:ffff:ffff:ffff,2a11:3d03:8000::,AS61100,net.ru,Admin LLC,business,RU
96.125.128.0,96.125.143.255,96.125.0.0,AS7311,frontiernetworks.ca,Frontier Networks,isp,CA
2a0f:d500:8000::,2a0f:d500:bfff:ffff:ffff:ffff:ffff:ffff,2a0f:d500:8000::,AS208425,yoncu.com,Osbil Technology Ltd.,hosting,CY
103.110.72.0,103.110.72.255,103.110.0.0,AS134026,ultranet.co.in,Ultranet services private limited,isp,IN
2603:2277:c000::,2603:2277:ffff:ffff:ffff:ffff:ffff:ffff,2603:2277:c000::,AS33491,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a02:90a0:4000::,2a02:90a0:7fff:ffff:ffff:ffff:ffff:ffff,2a02:90a0:4000::,AS3352,movistar.es,TELEFONICA DE ESPANA S.A.U.,isp,ES
143.137.140.0,143.137.143.255,143.137.0.0,AS262512,cijun.sp.gov.br,Companhia de Informática de Jundiaí - CIJUN,business,BR
2a02:c7e:4000::,2a02:c7e:7fff:ffff:ffff:ffff:ffff:ffff,2a02:c7e:4000::,AS5607,sky.com,Sky UK Limited,isp,GB
64.173.194.0,64.173.195.255,64.173.0.0,AS54221,rango.net,PATHFINDERS USA INC.,business,US
5.153.182.0,5.153.183.255,5.153.0.0,AS41081,wn.dn.ua,Gorbunov Alexander Anatolyevich,business,UA
120.37.0.0,120.37.139.255,120.37.0.0,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
2400:22f2:c000::,2400:22f2:ffff:ffff:ffff:ffff:ffff:ffff,2400:22f2:c000::,AS17676,softbank.jp,SoftBank Corp.,isp,JP
2003:f7b:c000::,2003:f7b:ffff:ffff:ffff:ffff:ffff:ffff,2003:f7b:c000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
240e:844::,240e:844:3fff:ffff:ffff:ffff:ffff:ffff,240e:844::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
2c0e:2b4:c000::,2c0e:2b4:ffff:ffff:ffff:ffff:ffff:ffff,2c0e:2b4:c000::,AS24863,orange.com,Link Egypt (Link.NET),isp,EG
85.237.218.0,85.237.218.255,85.237.0.0,AS212609,simoresta.lt,"Karolio IT paslaugos, UAB",isp,LT
211.38.0.0,211.38.40.255,211.38.0.0,AS4766,kt.com,Korea Telecom,isp,KR
2001:8eea:4000::,2001:8eea:7fff:ffff:ffff:ffff:ffff:ffff,2001:8eea:4000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
185.30.76.0,185.30.79.255,185.30.0.0,AS206065,fanaptelecom.ir,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS,isp,IR
49.231.108.0,49.231.111.255,49.231.0.0,AS45430,awn.co.th,SBN-IIG/AWN-IIG transit provider,isp,TH
240e:eac:8000::,240e:eac:bfff:ffff:ffff:ffff:ffff:ffff,240e:eac:8000::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
2a03:2680:8000::,2a03:2680:bfff:ffff:ffff:ffff:ffff:ffff,2a03:2680:8000::,AS39444,groupeozitem.com,OWENTIS SAS,hosting,FR
2a00:236:4000::,2a00:236:7fff:ffff:ffff:ffff:ffff:ffff,2a00:236:4000::,AS3209,vodafone.de,Vodafone GmbH,isp,DE
2c0e:ec4::,2c0e:ec4:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:ec4::,AS24863,orange.com,Link Egypt (Link.NET),isp,EG
240a:cf2c:8000::,240a:cf2c:bfff:ffff:ffff:ffff:ffff:ffff,240a:cf2c:8000::,AS137726,pcitc.com,China Petroleum & Chemical Corporation,business,CN
12.105.197.0,12.105.209.255,12.105.0.0,AS7018,att.com,"AT&T Services, Inc.",isp,US
2800:2fb3:8000::,2800:2fb3:bfff:ffff:ffff:ffff:ffff:ffff,2800:2fb3:8000::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
177.66.48.0,177.66.63.255,177.66.0.0,AS28198,sempreinternet.com.br,SEMPRE TELECOMUNICACOES LTDA,isp,BR
206.152.15.0,206.152.21.255,206.152.0.0,AS3561,lumen.com,"CenturyLink Communications, LLC",isp,US
2606:d840:c000::,2606:d840:ffff:ffff:ffff:ffff:ffff:ffff,2606:d840:c000::,AS40583,cgesd.k12.or.us,Columbia Gorge Education Service District,education,US
213.108.199.0,213.108.199.255,213.108.0.0,AS49981,worldstream.com,WorldStream B.V.,hosting,NL
2601:98e:c000::,2601:98e:ffff:ffff:ffff:ffff:ffff:ffff,2601:98e:c000::,AS7016,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a07:dc3:4000::,2a07:dc3:7fff:ffff:ffff:ffff:ffff:ffff,2a07:dc3:4000::,AS25231,nso.ru,"State Budget Enterprise of Novosibirsk region ""Novosibirsk region center of information technologies""",business,RU
191.182.0.0,191.182.255.255,191.182.0.0,AS28573,claro.com.br,Claro NXT Telecomunicacoes Ltda,isp,BR
172.83.126.0,172.83.126.255,172.83.0.0,AS54714,secglobe.net,Secure Global Solutions LLC,business,US
131.153.225.0,131.153.227.255,131.153.0.0,AS20454,securedservers.com,SECURED SERVERS LLC,hosting,US
240a:e84a::,240a:e84a:3fff:ffff:ffff:ffff:ffff:ffff,240a:e84a::,AS148000,dns.nic.in,1.10.10.10 - Indian Public DNS,business,IN
2a11:fb82:4000::,2a11:fb82:7fff:ffff:ffff:ffff:ffff:ffff,2a11:fb82:4000::,AS44656,2provide.de,2provide GmbH,isp,DE
2404:168:c000::,2404:168:ffff:ffff:ffff:ffff:ffff:ffff,2404:168:c000::,AS24229,ix-layers.com,"IX-layers, Inc.",business,JP
37.244.52.0,37.244.63.255,37.244.0.0,AS57976,blizzard.com,"Blizzard Entertainment, Inc",business,US
2001:868e::,2001:868e:3fff:ffff:ffff:ffff:ffff:ffff,2001:868e::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
181.214.77.0,181.214.77.255,181.214.0.0,AS32181,gigenet.com,GigeNET,hosting,US
2c0e:28cf:8000::,2c0e:28cf:bfff:ffff:ffff:ffff:ffff:ffff,2c0e:28cf:8000::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
2a0c:5247:8000::,2a0c:5247:bfff:ffff:ffff:ffff:ffff:ffff,2a0c:5247:8000::,AS204916,ipaddr.space,"RACKTECH CO., LTD.",isp,TH
2a0d:7744:c000::,2a0d:7744:ffff:ffff:ffff:ffff:ffff:ffff,2a0d:7744:c000::,AS204916,ipaddr.space,"RACKTECH CO., LTD.",isp,TH
2409:8d32::,2409:8d32:3fff:ffff:ffff:ffff:ffff:ffff,2409:8d32::,AS9808,10086.cn,"China Mobile Communications Group Co., Ltd.",isp,CN
2a01:1049:8000::,2a01:1049:bfff:ffff:ffff:ffff:ffff:ffff,2a01:1049:8000::,AS5617,orange.pl,Orange Polska Spolka Akcyjna,isp,PL
96.115.158.0,96.115.159.255,96.115.0.0,AS36733,comcast.com,"Comcast Cable Communications, LLC",isp,US
2409:4238:8000::,2409:4238:bfff:ffff:ffff:ffff:ffff:ffff,2409:4238:8000::,AS55836,jio.com,Reliance Jio Infocomm Limited,isp,IN
2001:559:c06a::,2001:559:c06a:ffff:ffff:ffff:ffff:ffff,2001:559:c000::,AS33657,comcast.com,"Comcast Cable Communications, LLC",isp,US
216.28.153.0,216.28.244.255,216.28.0.0,AS174,cogentcomm.biz,Cogent Communications,isp,US
2a01:2cc2:c000::,2a01:2cc2:ffff:ffff:ffff:ffff:ffff:ffff,2a01:2cc2:c000::,AS3269,telecomitalia.com,Telecom Italia S.p.A.,isp,IT
2603:27e5:4000::,2603:27e5:7fff:ffff:ffff:ffff:ffff:ffff,2603:27e5:4000::,AS7725,comcast.com,"Comcast Cable Communications, LLC",isp,US
2600:1496:8000::,2600:1496:bfff:ffff:ffff:ffff:ffff:ffff,2600:1496:8000::,AS20940,akamai.com,Akamai International B.V.,hosting,NL
2001:8557:8000::,2001:8557:bfff:ffff:ffff:ffff:ffff:ffff,2001:8557:8000::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
2001:53b6:8000::,2001:53b6:bfff:ffff:ffff:ffff:ffff:ffff,2001:53b6:8000::,AS1273,vodafone.com,Vodafone Group PLC,isp,EU
45.40.120.0,45.40.120.255,45.40.0.0,AS211440,simoresta.lt,"Karolio IT paslaugos, UAB",isp,LT
2001:15a8::,2001:15a8:3fff:ffff:ffff:ffff:ffff:ffff,2001:15a8::,AS29449,twsitalia.com,ip telecom srl,isp,IT
2400:40f3:8000::,2400:40f3:bfff:ffff:ffff:ffff:ffff:ffff,2400:40f3:8000::,AS4713,ntt.com,NTT Communications Corporation,isp,JP
2a0e:a283:c000::,2a0e:a283:ffff:ffff:ffff:ffff:ffff:ffff,2a0e:a283:c000::,AS60262,panq.nl,Panq B.V.,business,NL
192.145.196.0,192.145.199.255,192.145.0.0,AS266219,visiotelecom.com.br,VISIO TELECOM,isp,BR
50.58.190.0,50.58.190.255,50.58.0.0,AS394714,datarecognitioncorp.com,Data Recognition Corporation,business,US
2603:2ebb:c000::,2603:2ebb:ffff:ffff:ffff:ffff:ffff:ffff,2603:2ebb:c000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2400:2d8b:4000::,2400:2d8b:7fff:ffff:ffff:ffff:ffff:ffff,2400:2d8b:4000::,AS17676,softbank.jp,SoftBank Corp.,isp,JP
2a0d:cec4:4000::,2a0d:cec4:7fff:ffff:ffff:ffff:ffff:ffff,2a0d:cec4:4000::,AS201395,it-tim.si,IT-TIM d.o.o.,business,SI
2a13:9b45:c000::,2a13:9b45:ffff:ffff:ffff:ffff:ffff:ffff,2a13:9b45:c000::,AS39637,i4networks.nl,ADES BV,hosting,NL
240e:16e:4000::,240e:16e:7fff:ffff:ffff:ffff:ffff:ffff,240e:16e:4000::,AS4134,chinatelecom.com.cn,CHINANET-BACKBONE,isp,CN
2803:d060:4000::,2803:d060:7fff:ffff:ffff:ffff:ffff:ffff,2803:d060:4000::,AS267813,abanetca.net,"REPRESENTACIONES ABANET, C.A.",isp,VE
2a00:188:c000::,2a00:188:ffff:ffff:ffff:ffff:ffff:ffff,2a00:188:c000::,AS3209,vodafone.de,Vodafone GmbH,isp,DE
2603:2714::,2603:2714:3fff:ffff:ffff:ffff:ffff:ffff,2603:2714::,AS33661,comcast.com,"Comcast Cable Communications, LLC",isp,US
199.167.29.0,199.167.31.255,199.167.0.0,AS29802,hivelocity.net,"HIVELOCITY, Inc.",hosting,US
124.153.128.0,124.153.255.255,124.153.0.0,AS9694,scs.co.kr,Seokyung Cable Television Co.. Ltd.,isp,KR
168.227.248.0,168.227.251.255,168.227.0.0,AS264898,intesys.com.br,Intesys Informatica LTDA,business,BR
191.175.0.0,191.175.255.255,191.175.0.0,AS26615,tim.com.br,TIM S/A,isp,BR
2409:4104:8000::,2409:4104:bfff:ffff:ffff:ffff:ffff:ffff,2409:4104:8000::,AS55836,jio.com,Reliance Jio Infocomm Limited,isp,IN
2800:2553:c000::,2800:2553:ffff:ffff:ffff:ffff:ffff:ffff,2800:2553:c000::,AS7303,telecom.com.ar,Telecom Argentina S.A.,isp,AR
2a0f:2306:c000::,2a0f:2306:ffff:ffff:ffff:ffff:ffff:ffff,2a0f:2306:c000::,AS60781,leaseweb.com,LeaseWeb Netherlands B.V.,hosting,NL
130.51.212.0,130.51.215.255,130.51.0.0,AS12129,123.net,"123.Net, Inc.",hosting,US
2a01:1300::,2a01:1300:3fff:ffff:ffff:ffff:ffff:ffff,2a01:1300::,AS5617,orange.pl,Orange Polska Spolka Akcyjna,isp,PL
2a12:c387::,2a12:c387:3fff:ffff:ffff:ffff:ffff:ffff,2a12:c387::,AS201709,han-ds.de,HanDS Hanse Datacenter Services GmbH,business,DE
2603:1064:8000::,2603:1064:bfff:ffff:ffff:ffff:ffff:ffff,2603:1064:8000::,AS8075,microsoft.com,Microsoft Corporation,business,US
2603:27b6:c000::,2603:27b6:ffff:ffff:ffff:ffff:ffff:ffff,2603:27b6:c000::,AS22909,comcast.com,"Comcast Cable Communications, LLC",isp,US
65.169.6.0,65.169.7.255,65.169.0.0,AS62802,macys.com,"Macy's Systems and Technology, Inc.",business,US
194.140.188.0,194.140.191.255,194.140.0.0,AS6739,ono.es,"VODAFONE ONO, S.A.",isp,ES
2a0a:b781:8000::,2a0a:b781:bfff:ffff:ffff:ffff:ffff:ffff,2a0a:b781:8000::,AS51815,globalconnect.se,GlobalConnect AB,isp,SE
2003:11eb:8000::,2003:11eb:bfff:ffff:ffff:ffff:ffff:ffff,2003:11eb:8000::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
198.217.18.0,198.217.18.255,198.217.0.0,AS54099,savannahga.gov,City of Savannah,business,US
102.214.192.0,102.214.195.255,102.214.0.0,AS328474,jeboconnect.co.za,Jebo Connect Pty Ltd,isp,ZA
2a10:3103:8000::,2a10:3103:bfff:ffff:ffff:ffff:ffff:ffff,2a10:3103:8000::,AS35598,inetcom.ru,INETCOM CARRIER LLC,isp,RU
2c0e:fce::,2c0e:fce:3fff:ffff:ffff:ffff:ffff:ffff,2c0e:fce::,AS24863,orange.com,Link Egypt (Link.NET),isp,EG
2001:4890:8000::,2001:4890:bfff:ffff:ffff:ffff:ffff:ffff,2001:4890:8000::,AS286,gtt.net,GTT Communications Inc.,isp,US
2c0e:2d1f:c000::,2c0e:2d1f:ffff:ffff:ffff:ffff:ffff:ffff,2c0e:2d1f:c000::,AS5713,telkom.co.za,Telkom SA Ltd.,isp,ZA
240c:4040:4000::,240c:4040:7fff:ffff:ffff:ffff:ffff:ffff,240c:4040:4000::,AS38365,baidu.com,"Beijing Baidu Netcom Science and Technology Co., Ltd.",education,CN
2001:6da::,2001:6da:3fff:ffff:ffff:ffff:ffff:ffff,2001:6da::,AS8323,cyfronet.pl,Academic Computer Centre CYFRONET AGH,education,PL
2803:6900:1400::,2803:6900:1400:ffff:ffff:ffff:ffff:ffff,2803:6900::,AS52423,racknation.cr,Data Miners S.A. ( Racknation.cr ),hosting,CR
2a02:ae83:8000::,2a02:ae83:bfff:ffff:ffff:ffff:ffff:ffff,2a02:ae83:8000::,AS200139,vegvesen.no,Statens Vegvesen,isp,NO
2a12:ae07:8000::,2a12:ae07:bfff:ffff:ffff:ffff:ffff:ffff,2a12:ae07:8000::,AS39182,netex.broker,Netex Limited,business,HK
109.121.42.0,109.121.43.255,109.121.0.0,AS7018,att.com,"AT&T Services, Inc.",isp,US
2601:151:4000::,2601:151:7fff:ffff:ffff:ffff:ffff:ffff,2601:151:4000::,AS33657,comcast.com,"Comcast Cable Communications, LLC",isp,US
2409:4134::,2409:4134:3fff:ffff:ffff:ffff:ffff:ffff,2409:4134::,AS55836,jio.com,Reliance Jio Infocomm Limited,isp,IN
207.106.111.0,207.106.111.255,207.106.0.0,AS39940,pffcu.org,Police and Fire Federal Credit Union,business,US
2001:8c4b::,2001:8c4b:3fff:ffff:ffff:ffff:ffff:ffff,2001:8c4b::,AS1221,telstra.com.au,Telstra Corporation Ltd,isp,AU
154.197.44.0,154.197.45.255,154.197.0.0,AS132513,rtat.net,Sky Telecom State Company,isp,LA
2603:2fc7:4000::,2603:2fc7:7fff:ffff:ffff:ffff:ffff:ffff,2603:2fc7:4000::,AS7922,comcast.com,"Comcast Cable Communications, LLC",isp,US
2a05:5dc2::,2a05:5dc2:3fff:ffff:ffff:ffff:ffff:ffff,2a05:5dc2::,AS201193,iprojects.ru,Internet Projects JSC,business,RU
199.16.152.0,199.16.153.255,199.16.0.0,AS53525,venture.ca,Venture Computers of Canada,business,CA
203.23.138.0,203.23.138.255,203.23.0.0,AS4739,iinet.net.au,Internode Pty Ltd,isp,AU
6.16.216.0,6.16.216.255,6.16.0.0,AS1649,mail.mil,"Headquarters, USAISC",business,US
166.152.0.0,166.152.255.255,166.152.0.0,AS6167,verizonbusiness.com,Verizon Business,isp,US
185.92.252.0,185.92.255.255,185.92.0.0,AS25108,iomart.com,IOMART MANAGED SERVICES LIMITED,business,GB
2003:a35::,2003:a35:3fff:ffff:ffff:ffff:ffff:ffff,2003:a35::,AS3320,telekom.com,Deutsche Telekom AG,isp,DE
