start_ip,end_ip,join_key,name,country,mcc,mnc
108.70.55.0,108.70.55.255,108.70.0.0,AT&T,US,310,410
104.184.244.0,104.184.244.255,104.184.0.0,AT&T,US,310,410
102.12.85.0,102.12.85.255,102.12.0.0,Orange,EG,602,01
222.10.237.0,222.10.237.255,222.10.0.0,au,JP,440,50
70.29.168.0,70.29.171.255,70.29.0.0,Bell Mobility,CA,302,610
2001:44c8:408a::,2001:44c8:408a:ffff:ffff:ffff:ffff:ffff,2001:44c8:4000::,AIS,TH,520,03
117.161.0.0,117.161.255.255,117.161.0.0,China Mobile,CN,460,00
81.158.228.0,81.158.228.255,81.158.0.0,BT,GB,234,00
2607:fb90:9a8b::,2607:fb90:9a8b:ffff:ffff:ffff:ffff:ffff,2607:fb90:8000::,T-Mobile,US,310,260
99.140.58.0,99.140.59.255,99.140.0.0,AT&T,US,310,410
2806:370:9773::,2806:370:9774:ffff:ffff:ffff:ffff:ffff,2806:370:8000::,Telcel,MX,334,020
2607:fb90:e847::,2607:fb90:e849:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,260
2607:fb90:8a1a::,2607:fb90:8a1b:ffff:ffff:ffff:ffff:ffff,2607:fb90:8000::,T-Mobile,US,310,260
2401:d800:960c::,2401:d800:960d:ffff:ffff:ffff:ffff:ffff,2401:d800:8000::,Viettel Mobile,VN,452,04
126.163.84.0,126.163.164.255,126.163.0.0,SoftBank,JP,440,20
196.91.240.0,196.91.240.255,196.91.0.0,IAM,MA,604,01
2607:fb90:e8a7::,2607:fb90:e8ac:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,260
191.136.208.0,191.136.255.255,191.136.0.0,TIM,BR,724,02
240a:b:4804::,240a:b:4806:ffff:ffff:ffff:ffff:ffff,240a:b:4000::,NTT docomo,JP,440,10
126.200.0.0,126.200.0.255,126.200.0.0,SoftBank,JP,440,20
2405:204:202c::,2405:204:202c:ffff:ffff:ffff:ffff:ffff,2405:204::,Jio,IN,405,840
122.30.192.0,122.30.193.255,122.30.0.0,NTT docomo,JP,440,10
106.163.143.0,106.163.143.255,106.163.0.0,au,JP,440,50
180.23.119.0,180.23.121.255,180.23.0.0,NTT docomo,JP,440,10
102.79.131.0,102.79.131.255,102.79.0.0,IAM,MA,604,01
114.187.155.0,114.187.155.255,114.187.0.0,NTT docomo,JP,440,10
2607:fc20:e00f::,2607:fc20:e00f:ffff:ffff:ffff:ffff:ffff,2607:fc20:c000::,T-Mobile,US,310,260
2804:14c:4185::,2804:14c:4185:ffff:ffff:ffff:ffff:ffff,2804:14c:4000::,Claro,BR,724,05
125.26.233.0,125.26.233.255,125.26.0.0,AIS,TH,520,03
2409:4062:2380::,2409:4062:2380:ffff:ffff:ffff:ffff:ffff,2409:4062::,Jio,IN,405,840
60.66.46.0,60.66.54.255,60.66.0.0,SoftBank,JP,440,20
41.221.207.0,41.221.207.255,41.221.0.0,CVMOVEL,CV,625,01
223.189.27.0,223.189.27.255,223.189.0.0,Airtel,IN,404,02
23.113.238.0,23.113.238.255,23.113.0.0,AT&T,US,310,410
196.236.149.0,196.236.151.255,196.236.0.0,Orange,TN,605,01
178.249.203.0,178.249.206.255,178.249.0.0,Vodafone,IT,222,10
125.204.11.0,125.204.11.255,125.204.0.0,NTT docomo,JP,440,10
240a:10:4940::,240a:10:4949:ffff:ffff:ffff:ffff:ffff,240a:10:4000::,NTT docomo,JP,440,10
146.251.38.0,146.251.40.255,146.251.0.0,Mobily,SA,420,03
193.4.238.0,193.4.239.255,193.4.0.0,Vodafone,IS,274,02
154.154.115.0,154.154.115.255,154.154.0.0,Airtel,KE,639,03
99.11.232.0,99.11.233.255,99.11.0.0,AT&T,US,310,410
176.252.82.0,176.252.83.255,176.252.0.0,O2 (UK),GB,234,10
200.85.23.0,200.85.24.255,200.85.0.0,Tigo,SV,706,03
89.209.4.0,89.209.4.255,89.209.0.0,Vodafone,UA,255,01
153.229.104.0,153.229.104.255,153.229.0.0,NTT docomo,JP,440,10
197.239.0.0,197.239.8.255,197.239.0.0,Airtel,UG,641,22
77.205.52.0,77.205.53.255,77.205.0.0,SFR,FR,208,09
2607:fb90:3fa7::,2607:fb90:3fa8:ffff:ffff:ffff:ffff:ffff,2607:fb90::,T-Mobile,US,310,260
2800:98:122a::,2800:98:122a:ffff:ffff:ffff:ffff:ffff,2800:98::,Claro,CR,712,03
2409:4055:2e4a::,2409:4055:2e4c:ffff:ffff:ffff:ffff:ffff,2409:4055::,Jio,IN,405,840
223.187.176.0,223.187.179.255,223.187.0.0,Airtel,IN,404,02
104.189.27.0,104.189.27.255,104.189.0.0,AT&T,US,310,410
2409:4064:2510::,2409:4064:2510:ffff:ffff:ffff:ffff:ffff,2409:4064::,Jio,IN,405,840
68.77.200.0,68.77.200.255,68.77.0.0,AT&T,US,310,410
75.252.38.0,75.252.38.255,75.252.0.0,Verizon,US,310,012
70.142.199.0,70.142.199.255,70.142.0.0,AT&T,US,310,410
2402:800:f5c4::,2402:800:f5c4:ffff:ffff:ffff:ffff:ffff,2402:800:c000::,Viettel Mobile,VN,452,04
2804:14d:32a3::,2804:14d:32a3:ffff:ffff:ffff:ffff:ffff,2804:14d::,Claro,BR,724,05
153.132.17.0,153.132.18.255,153.132.0.0,NTT docomo,JP,440,10
2003:f6:6f16::,2003:f6:6f16:ffff:ffff:ffff:ffff:ffff,2003:f6:4000::,Telekom,DE,262,01
2001:ee0:47dc::,2001:ee0:47de:ffff:ffff:ffff:ffff:ffff,2001:ee0:4000::,Vinaphone,VN,452,02
187.184.104.0,187.184.107.255,187.184.0.0,Telcel,MX,334,020
86.175.180.0,86.175.180.255,86.175.0.0,BT,GB,234,00
104.183.225.0,104.183.225.255,104.183.0.0,AT&T,US,310,410
42.118.115.0,42.118.119.255,42.118.0.0,Viettel Mobile,VN,452,04
2001:fb1:58::,2001:fb1:5b:ffff:ffff:ffff:ffff:ffff,2001:fb1::,AIS,TH,520,03
180.20.159.0,180.20.159.255,180.20.0.0,NTT docomo,JP,440,10
2607:fb91:49b::,2607:fb91:49b:ffff:ffff:ffff:ffff:ffff,2607:fb91::,T-Mobile,US,310,260
2001:44c8:42f2::,2001:44c8:42f2:ffff:ffff:ffff:ffff:ffff,2001:44c8:4000::,AIS,TH,520,03
27.145.86.0,27.145.86.255,27.145.0.0,AIS,TH,520,03
2409:4002:2e2c::,2409:4002:2e2c:ffff:ffff:ffff:ffff:ffff,2409:4002::,Jio,IN,405,840
2a02:9130:80a0::,2a02:9130:80ab:ffff:ffff:ffff:ffff:ffff,2a02:9130:8000::,Movistar,ES,214,07
2607:fb90:387a::,2607:fb90:387b:ffff:ffff:ffff:ffff:ffff,2607:fb90::,T-Mobile,US,310,260
102.50.139.0,102.50.139.255,102.50.0.0,IAM,MA,604,01
2402:800:bc2b::,2402:800:bc2b:ffff:ffff:ffff:ffff:ffff,2402:800:8000::,Viettel Mobile,VN,452,04
177.28.0.0,177.28.255.255,177.28.0.0,TIM,BR,724,02
108.167.200.0,108.167.200.255,108.167.0.0,Cellcom,US,311,840
2401:d800:d510::,2401:d800:d510:ffff:ffff:ffff:ffff:ffff,2401:d800:c000::,Viettel Mobile,VN,452,04
154.111.0.0,154.111.13.255,154.111.0.0,Ooredoo,TN,605,03
2607:fb90:e308::,2607:fb90:e308:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,260
78.210.105.0,78.210.107.255,78.210.0.0,Iliad,IT,222,50
68.199.125.0,68.199.125.255,68.199.0.0,T-Mobile,US,310,260
2409:4052:2e8a::,2409:4052:2e8b:ffff:ffff:ffff:ffff:ffff,2409:4052::,Jio,IN,405,840
102.138.163.0,102.138.163.255,102.138.0.0,MTN,CI,612,05
190.233.45.0,190.233.45.255,190.233.0.0,Movistar,PE,716,06
99.58.110.0,99.58.110.255,99.58.0.0,AT&T,US,310,410
2001:268:e20d::,2001:268:e20d:ffff:ffff:ffff:ffff:ffff,2001:268:c000::,au,JP,440,50
114.170.32.0,114.170.34.255,114.170.0.0,NTT docomo,JP,440,10
2607:fb90:e30c::,2607:fb90:e30d:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,260
102.168.117.0,102.168.118.255,102.168.0.0,Ooredoo,TN,605,03
